name,company,director,genre,id
Illegally Yours,Crescent Moon,Peter Bogdanovich,Comedy,YJ3k9RPgYhb2wDaITScD
The Moderns,Nelson Entertainment,Alan Rudolph,Comedy,YKs7SjFdcj41MzLi5c7x
The Unholy,Vestron Pictures,Camilo Vila,Horror,YMyhCH7rVsRf1G5zkPLk
The Karate Kid Part III,Columbia Pictures Corporation,John G. Avildsen,Action,YNuipBXl1sKXQqwGi82h
Cold Steel,Cinetel Films,Dorothy Ann Puzo,Action,YW20ptSi9D4RE4EV5P2O
The Great Outdoors,Hughes Entertainment,Howard Deutch,Comedy,YZYyY8K4tejslqpE7iwY
Raw Deal,De Laurentiis Entertainment Group (DEG),John Irvin,Action,YanaXaBCN22upFULoInO
Heathers,New World Pictures,Michael Lehmann,Comedy,YbHUleEVmBHeElL7S9n0
Zombie High,Cinema Group,Ron Link,Comedy,YbepOCzu8yoCcKZU8Ysh
Top Gun,Paramount Pictures,Tony Scott,Action,YhMsXa6ChtpBmpGAC7i7
Scandal,British Screen Productions,Michael Caton-Jones,Drama,Yjgd0A0aDktxfD7TxIWZ
Parting Glances,Rondo Productions,Bill Sherwood,Drama,YkNpm4WWoZSXM9AChplG
Disorganized Crime,Kouf/Bigelow Productions,Jim Kouf,Action,YsgOh4Yvik5wcdxsnj6e
Out of the Dark,Cinetel Films,Michael Schroeder,Comedy,Yt6riiLkagEIDfNJLDkc
"Planes, Trains & Automobiles",Paramount Pictures,John Hughes,Comedy,YuL2mrlRrYlRTSQW74wy
The Big Picture,Aspen Film Society,Christopher Guest,Comedy,YxQeVupp2VntXw5KkJLu
Shakedown,Shapiro-Glickenhaus Entertainment,James Glickenhaus,Action,YxeGWJIfdnYaJIxVTRKm
Aliens,Twentieth Century Fox Film Corporation,James Cameron,Action,YxrCne5HZRvqb2XvbEjJ
The Men's Club,Atlantic Entertainment Group,Peter Medak,Drama,YyHk6tqnrcPTdI0d9YLx
El Hotel de los Fantasmas,Vision PDG,Neil Jordan,Comedy,Z3LHTqXhucTBuBIWJpdQ
Tequila Sunrise,Cinema City Films,Robert Towne,Crime,Z5MYX0Zn934buu1y2GI1
Bloodhounds of Broadway,American Playhouse Theatrical Films,Howard Brookner,Comedy,Z62eYYwToAc6wRuMXgOX
Crocodile Dundee,Rimfire Films,Peter Faiman,Adventure,ZEM0VAK4hKyKZc296WeW
Summer School,Paramount Pictures,Carl Reiner,Comedy,ZESttNRA4kPCKhEFn79a
Cinema Paradiso,Cristaldifilm,Giuseppe Tornatore,Drama,ZI10uTgQ3bSjC6cjqt5W
Queen of Hearts,Channel Four Films,Jon Amiel,Comedy,ZQ0M6dDqO0sc8Hu1koLN
Miami Blues,Tristes Tropiques,George Armitage,Comedy,ZRI9OSKBYr92fY9Yjbia
A Prayer for the Dying,"Samuel Goldwyn Company, The",Mike Hodges,Action,ZST57vYvYDFv1xeeKEVQ
The Big Easy,Kings Road Entertainment,Jim McBride,Comedy,ZUUM7xzQJCYqD5iCNzgr
And God Created Woman,Vestron Pictures,Roger Vadim,Comedy,ZVA9g3UDpEANcFpS7cnb
Johnny Be Good,Zacharias-Buhai Productions,Bud S. Smith,Comedy,ZVUielenrn9fkq36Uhhc
The Big Blue,Gaumont,Luc Besson,Adventure,ZbVxVljzeT4hxplNXBTk
Boyfriends and Girlfriends,Les Films du Losange,Éric Rohmer,Comedy,ZlNCWPX4Vvoyx6c1fkIl
Saving Grace,Embassy Pictures,Robert M. Young,Comedy,Zm8QI8Qdh1Gme6k8cMCI
The Lair of the White Worm,White Lair,Ken Russell,Comedy,ZoO4wTF7CertdjMYV3xv
Solarbabies,Brooksfilms,Alan Johnson,Action,Zs327Y6EDyfIc2r7Jjxf
Enemies: A Love Story,Morgan Creek Productions,Paul Mazursky,Comedy,Zs75DqDoRK68d5J1y1f9
As Tears Go By,In-Gear Film Production,Kar-Wai Wong,Crime,a0IHaxivI36t3lwjghyd
Let's Get Harry,Delphi V Productions,Stuart Rosenberg,Action,a2ZOfLxQS0M0RKpk3ZIc
Married to the Mob,Orion Pictures,Jonathan Demme,Comedy,a2ZQ72gEmpwpWKF11PsY
New York Stories,Touchstone Pictures,Woody Allen,Comedy,a4wbn6jbZKYPZMmbH04N
Down and Out in Beverly Hills,Touchstone Pictures,Paul Mazursky,Comedy,a9J54weVuG9X34J8WR4P
Home Alone,Hughes Entertainment,Chris Columbus,Comedy,a9bmGJjEHf714VEviyUc
The Year My Voice Broke,Kennedy Miller Productions,John Duigan,Drama,aEOBFfSAqOwXjzkhbzMG
Turner & Hooch,Touchstone Pictures,Roger Spottiswoode,Comedy,aGjsmlbP7hqDv3UqqPuc
Lost Angels,Not specified,Hugh Hudson,Drama,aGlHABxRbTD821EwbS8c
Shy People,Cannon Group,Andrey Konchalovskiy,Drama,aHPUbp5jzztFIhhJvNQP
Appointment with Death,Golan-Globus Productions,Michael Winner,Crime,aHfmBLmQRdK8ZSDoecvr
Steele Justice,Atlantic Entertainment Group,Robert Boris,Action,aI7Wj7CRbZxQQhKVhc5H
The Dead Pool,Warner Bros.,Buddy Van Horn,Action,aJOaBWffuGB8H9VgVZ3m
Highlander,Thorn EMI Screen Entertainment,Russell Mulcahy,Action,aPAiPcq3Ven7NZl6ZRVv
Wicked Stepmother,Larco Productions,Larry Cohen,Comedy,aQkAze4kRnc82Sc1cEOy
Vice Versa,Columbia Pictures Corporation,Brian Gilbert,Comedy,aVV1gclrbNOAS4v10d1U
She-Devil,Orion Pictures,Susan Seidelman,Comedy,aZIkzl0VX58TsWFLD4hz
Navy Seals,Orion Pictures,Lewis Teague,Action,abFtVUnpoL8Y7bT2SgQQ
Round Midnight,Little Bear,Bertrand Tavernier,Drama,abIIJ4FHhvkoOW6RTEf5
Black Widow,Amercent Films,Bob Rafelson,Crime,acQaxd5dJ0EKE4Rc9G67
Vibes,Imagine Entertainment,Ken Kwapis,Adventure,adeBjqBd0ZWtEyMQJvik
A Fish Called Wanda,Metro-Goldwyn-Mayer (MGM),Charles Crichton,Comedy,alUlXIIx4ECmoi5jLYbW
Chocolat,Caroline Productions,Claire Denis,Drama,aovGj0lMCVJLkl6bOOIS
The January Man,Metro-Goldwyn-Mayer (MGM),Pat O'Connor,Action,atPJl9wLzj5dPQrsXgrB
Henry V,Renaissance Films,Kenneth Branagh,Action,awt7zyuVEEhMpX41Ydpt
Ménage,Ciné Valse,Bertrand Blier,Comedy,b0FHWbaaNs5nhYrF58jW
A Nightmare on Elm Street 3: Dream Warriors,New Line Cinema,Chuck Russell,Action,b3OnaCU2WKeWkM5xC5LU
Kangaroo,Cineplex-Odeon Films,Tim Burstall,Drama,bBIhtzWUUoswkjbIiEZH
Crocodile Dundee II,Paramount Pictures,John Cornell,Action,bMAbK9gnaXTyfPq6pB8H
Throw Momma from the Train,Orion Pictures,Danny DeVito,Comedy,bMyf6QHCNgWowdX9Ca2N
Relentless,Cinetel Films,William Lustig,Crime,bNMCOQvKroUkFvcQ5BlR
Mystic Pizza,Night Life Inc.,Donald Petrie,Comedy,bQ7Vt5uQJorGbcQwtA5C
Nomads,Cinema VII,John McTiernan,Horror,bRrsNXBxrBwtQe699NRX
School Daze,Columbia Pictures Corporation,Spike Lee,Comedy,bcp3CyqxVoMuDjv78xwx
Hello Again,Touchstone Pictures,Frank Perry,Comedy,bd3PI7TnzNH6Ek31l41e
The Color of Money,Touchstone Pictures,Martin Scorsese,Drama,beKW50pTA39BekSigUoZ
Her Alibi,Warner Bros.,Bruce Beresford,Comedy,besmLNPB5Vf9a5u9Cs4e
American Ninja 4: The Annihilation,Cannon Group,Cedric Sundstrom,Action,boJgOUiLJ89bzkXS2ENZ
Crimes and Misdemeanors,Jack Rollins & Charles H. Joffe Productions,Woody Allen,Comedy,bqGtfquVuqAVG423sM4h
Criminal Law,Hemdale,Martin Campbell,Crime,bqf3gv7Oop4EZM2mkVp1
The Toxic Avenger Part II,Lorimar Film Entertainment,Michael Herz,Action,bxia8f8R3tWOrdRcWsCc
D.O.A.,Bigelow Productions,Annabel Jankel,Mystery,c0WCQWiHtv706tMWEhKv
Friday the 13th Part VIII: Jason Takes Manhattan,Paramount Pictures,Rob Hedden,Adventure,c5lRHkYgAVKaY8fkgUaL
Misery,Castle Rock Entertainment,Rob Reiner,Crime,c7fSzc6J4EFMPJKbCeRG
Coming to America,Eddie Murphy Productions,John Landis,Comedy,c8O1TFMy1V6ILuJd1EKq
Terror a bordo,Kennedy Miller Productions,Phillip Noyce,Horror,cByp6Tv4vE9e1YUw3EFV
Tremors,Universal Pictures,Ron Underwood,Comedy,cFO25RHVbWRYZmYrvwum
Fat Man and Little Boy,Paramount Pictures,Roland Joffé,Biography,cGFVxKsrziRVZeGx63IQ
The Dream Team,Universal Pictures,Howard Zieff,Comedy,cNKVbbhgyKmFgqnmXQNd
84 Charing Cross Road,Brooksfilms,David Hugh Jones,Biography,cNz3cJrdpQhp05z2NJgT
Penitentiary III,Not specified,Jamaa Fanaka,Comedy,cT9WiDdIXjDds85puirK
Heartbreak Ridge,Jay Weston Productions,Clint Eastwood,Action,cVTQJP2a6NMhH6nhnxPg
Everybody's All-American,New Visions,Taylor Hackford,Drama,cXCd7Qe3dZSPdKLmmMlh
Look Who's Talking Too,TriStar Pictures,Amy Heckerling,Comedy,cYawWmQjxW4BpwS2oGPe
Communion,Allied Vision,Philippe Mora,Biography,cb6Le6NWqgFwMToS073I
Repossessed,Carolco Pictures,Bob Logan,Comedy,cb9uFbHxhDy6Ud9mF1RR
Wild Orchid,Vision PDG,Zalman King,Drama,cgo3ySSVgtBHuLFKg6qv
Slam Dance,Zenith Entertainment,Wayne Wang,Mystery,cjCovlvHgf0VEC1TKHWA
Meatballs III: Summer Job,TMS Pictures,George Mendeluk,Comedy,cntv3whMuwuCQoTzaSgM
Rain Man,United Artists,Barry Levinson,Drama,coWsgF9Sdy0dsFx46J0T
Police Academy 4: Citizens on Patrol,Warner Bros.,Jim Drake,Comedy,d8smTVVYPvKSF6ZpUHMv
Fresh Horses,Weintraub Entertainment Group,David Anspaugh,Drama,dAPiIK5D4reOPPSo66dk
The Hanoi Hilton,Cannon Group,Lionel Chetwynd,Drama,dCy9AUH9RDqmMbnf3OIN
The Adventures of Baron Munchausen,Prominent Features,Terry Gilliam,Adventure,dEfUXyk9ljt97XCqWgdA
World Gone Wild,Apollo Pictures,Lee H. Katzin,Action,dH0EvFKjf2O1b1tJ0uW0
A Cry in the Wild,Concorde Pictures,Mark Griffiths,Action,dHGcS30t3sFEgrkF5MeT
Pass the Ammo,"Vista Organisation, The",David Beaird,Comedy,dHSFM99HYEMQnyaeFGRk
Flatliners,Columbia Pictures Corporation,Joel Schumacher,Drama,dHrTcpeiOoyXROavalfG
Slaves of New York,TriStar Pictures,James Ivory,Drama,dICoKTdL3P3eyvfp8EK0
The Kiss,TriStar Pictures,Pen Densham,Drama,dKDcZMpqnDDR5EUhOXFf
Who's Harry Crumb?,TriStar Pictures,Paul Flaherty,Comedy,dLLmG1VGVUcoWQ8MoK2H
Nightbreed,Morgan Creek Productions,Clive Barker,Action,dLMIBhj0MAvxQANl5gq3
Bird on a Wire,Universal Pictures,John Badham,Action,dOBM0quvJ9avjMqW8Qg8
"See No Evil, Hear No Evil",TriStar Pictures,Arthur Hiller,Comedy,dQbTDnEZUAQTfcn9Fjho
Parenthood,Imagine Entertainment,Ron Howard,Comedy,dRG7xRmWp2xnkSGlPyXe
Police Academy 6: City Under Siege,Warner Bros.,Peter Bonerz,Comedy,dRtWQJWJQ3rhm8VpI8Uk
Red Heat,Carolco Pictures,Walter Hill,Action,dXqxaxcMvPhR332WKMCe
Deadly Illusion,Cinetel Films,Larry Cohen,Adventure,dd0o0PI2r9wBw2M3IZ88
Dream a Little Dream,Lightning Pictures,Marc Rocco,Comedy,de84swGOSJ0ve1iXU6GI
Jason Lives: Friday the 13th Part VI,Paramount Pictures,Tom McLoughlin,Horror,diG2YYfOfl2mGOLVRbJT
Promised Land,Great American Films Limited Partnership,Michael Hoffman,Drama,djekpfQyEU2vVwbzbxGR
Crossing Delancey,Warner Bros.,Joan Micklin Silver,Comedy,dmEL3HksMkqOUJylIvt4
Wish You Were Here,Channel Four Films,David Leland,Comedy,e0CMOLg4mR7MbFfIOg9b
White Mischief,Columbia Pictures,Michael Radford,Crime,eH1AscCCEpd33StpzlEC
Dick Tracy,Touchstone Pictures,Warren Beatty,Action,eKpeP4sleU7RdOManUuK
Maximum Overdrive,De Laurentiis Entertainment Group (DEG),Stephen King,Action,eQFM8VgjurkL9Hsuz1t4
Beverly Hills Cop II,Paramount Pictures,Tony Scott,Action,eQeggDwtu3SA11Zm2sc4
Monsieur Hire,Cinéa,Patrice Leconte,Crime,eR4TSIdMhaBtK2rxt0Gt
Casual Sex?,Jascat,Geneviève Robert,Comedy,eV4q8l9jDUJESSa6C8PV
Shirley Valentine,Paramount Pictures,Lewis Gilbert,Comedy,eVl6zaG243Azigu3jnvB
Glory,TriStar Pictures,Edward Zwick,Biography,eaW8JxSBG8uebgHMqtVm
Weekend at Bernie's,Gladden Entertainment,Ted Kotcheff,Adventure,ec1jeFe2mdcDCIN5g7oh
Biloxi Blues,Rastar Pictures,Mike Nichols,Comedy,efduc7t8WO4PVtyEjcBb
Chameleon Street,Gathsemane 84,Wendell B. Harris Jr.,Comedy,ehwZuzTx10fIBsB6o6L1
The Transformers: The Movie,Sunbow Productions,Nelson Shin,Animation,eiNqn3cdBlJo9XkncFWm
Mannequin,Gladden Entertainment,Michael Gottlieb,Comedy,elHZzETnMhrnGyoDlKY2
Youngblood,Blueline Productions,Peter Markle,Drama,ewmL6JPtPezPgMIHJ8ah
Hope and Glory,Columbia Pictures Corporation,John Boorman,Comedy,ewx2peVbU9Fx5lcFm6kS
Things Change,Columbia Pictures Corporation,David Mamet,Comedy,f3soJXAc0maCrVdl3Hhm
Eddie and the Cruisers II: Eddie Lives!,Alliance Communications Corporation,Jean-Claude Lord,Drama,f4AxKmCPQ1br6wS3z4nm
Four Adventures of Reinette and Mirabelle,Compagnie Eric Rohmer (CER),Éric Rohmer,Comedy,f51UzjyMz0Y2cIeJxf82
Frankenhooker,Levins-Henenlotter,Frank Henenlotter,Comedy,fI9vgG0qvhtK4MyiRnXK
Cousins,Paramount Pictures,Joel Schumacher,Comedy,fTuSfwEBvZILDHGYPubN
Quiet Cool,New Line Cinema,Clay Borris,Action,fVuK4Q22D6TL7u6S15we
Stormy Monday,Atlantic Entertainment Group,Mike Figgis,Crime,ffwtZopMbuNKfULSiwJ9
The Accidental Tourist,Warner Bros.,Lawrence Kasdan,Drama,fliBofXLRxE5hFDBaE4z
Dead Ringers,Morgan Creek Productions,David Cronenberg,Drama,fuHAe7v4OVRyT54KMgPy
True Believer,Columbia Pictures Corporation,Joseph Ruben,Drama,fwqaJrQbMeIfQQh2AEkW
Absolute Beginners,Goldcrest Films International,Julien Temple,Drama,g0mFG6ue6IIq7m1bPs7r
Back to School,Orion Pictures,Alan Metter,Comedy,g23467aPzoLbgj3Ebud7
Ferris Bueller's Day Off,Paramount Pictures,John Hughes,Comedy,g2denF9qjEQI6y4wbaW6
Teen Witch,Trans World Entertainment (TWE),Dorian Walker,Comedy,g2vpqPG7rBA7f9SckSHu
The Whistle Blower,Portreeve,Simon Langton,Thriller,g4By6iBAE806ckWIL7Hn
Alien Nation,American Entertainment Partners II L.P.,Graham Baker,Action,g4WC41pXAFxoPWV8ADy3
Dad,Amblin Entertainment,Gary David Goldberg,Drama,g6DmuswWP0XyCfI0B7Mi
3 Men and a Little Lady,Touchstone Pictures,Emile Ardolino,Comedy,g81dmmITFHCRQpug5DFx
Prancer,Cineplex-Odeon Films,John D. Hancock,Drama,g9TzBGMCfVpomw18CbSa
House II: The Second Story,New World Pictures,Ethan Wiley,Comedy,gAGMrhltKspxxlRx7TD8
A Nightmare on Elm Street 4: The Dream Master,New Line Cinema,Renny Harlin,Horror,gIGT3vomVsqyMyCNCFtT
A Man in Love,Alexandre Films,Diane Kurys,Drama,gPctVDmAmGqVRD5tLISi
Longtime Companion,American Playhouse,Norman René,Drama,gPq6qQO6OVLzb1H8P20J
Disorderlies,Warner Bros.,Michael Schultz,Comedy,gQESNrZFrCV325ezzZC4
My Chauffeur,Crown International Pictures,David Beaird,Comedy,gSdLqH3xw1EXIi6agcp2
All Dogs Go to Heaven,Goldcrest Films International,Don Bluth,Animation,ga8KBpOMltdbFUegZ7KB
The Naked Gun: From the Files of Police Squad!,Paramount Pictures,David Zucker,Comedy,giEsUwrfAC18x0NOzZoi
Sweet Liberty,Universal Pictures,Alan Alda,Comedy,gkDnCK2Z7Wqrw9wj7THp
The Couch Trip,Orion Pictures,Michael Ritchie,Comedy,goO24njB88hTv5InCqda
Miracle Mile,Hemdale,Steve De Jarnatt,Action,gtNk0o4DpynML2e3sQoT
The Ladies Club,Heron Communications,Janet Greek,Drama,h1kP29WmXdCaLceupkKk
Arthur 2: On the Rocks,Warner Bros.,Bud Yorkin,Comedy,h4BlhSW7wMTp93fgHFk0
Triumph of the Spirit,Nova International Films,Robert M. Young,Biography,h8RvwKZSrNSk9rG1Chn6
Killer Party,Marquis,William Fruet,Comedy,hFZBhClJjsbA4nJtD9od
Wall Street,Twentieth Century Fox Film Corporation,Oliver Stone,Crime,hHYa76SGOGc9LMGRMJ7l
Peter Kenna's The Good Wife,Laughing Kookaburra Productions,Ken Cameron,Drama,hIqokIQJLp3ALg8Smmtl
"No Retreat, No Surrender 2",Seasonal Film Corporation,Corey Yuen,Adventure,hMYmqjg4ghFF0wzXtbJ9
Outrageous Fortune,Touchstone Pictures,Arthur Hiller,Comedy,hQUCFLcaMgsbkU36fPBx
Twins,Universal Pictures,Ivan Reitman,Comedy,hS1AA43zgmpRhzHhOglx
TerrorVision,Empire Pictures,Ted Nicolaou,Comedy,hSGkr4SiccQiFrAHtCaQ
Crazy Love,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Dominique Deruddere,Drama,hU7V6I7WOi198tWCcnN6
Crusoe,Island Pictures,Caleb Deschanel,Drama,haRUHPaiJei1Ne5MQLz8
Big,American Entertainment Partners II L.P.,Penny Marshall,Comedy,haZr751542rHaHmUzb1Y
Last Rites,Metro-Goldwyn-Mayer (MGM),Donald P. Bellisario,Action,hbfFIsgxiscJi79l16kz
Weekend Warriors,Convy-Fimberg Productions,Bert Convy,Action,hhaYiXxznADL4vuqrBoO
Rocky V,United Artists,John G. Avildsen,Drama,hi9j4fhZMXZqeScCNGxn
The Rescue,Silver Screen Partners III,Ferdinand Fairfax,Action,hiFKGWMGlpYAhzaliqLf
Cop,Atlantic Entertainment Group,James B. Harris,Crime,hoLvHsijZcan4Ncivx13
No Man's Land,Not specified,Peter Werner,Crime,hrNtX1eBKA5lq3VdytML
"Mama, There's a Man in Your Bed",Cinéa,Coline Serreau,Comedy,huONVNSncx0D6sDUTj1B
Brighton Beach Memoirs,Rastar Pictures,Gene Saks,Comedy,hwhVK1AL47ss0JIZkvhe
Swimming to Cambodia,The Swimming Company,Jonathan Demme,Comedy,hyxSpJfpd58IpEMCfE14
The Bonfire of the Vanities,Warner Bros.,Brian De Palma,Comedy,i2A42WdanY5PKjvLVBnE
Born American,Cinema Group Ventures,Renny Harlin,Action,i2eahIUS0iEHcVIQSyx2
They Live,Alive Films,John Carpenter,Action,i53uzWIjfwXciFK2o1rX
Frantic,Warner Bros.,Roman Polanski,Crime,iDOchvNOLkfjusbrxPJv
Welcome Home,Columbia Pictures Corporation,Franklin J. Schaffner,Drama,iHRpxlb8H26HakMo8Eb3
Scrooged,Paramount Pictures,Richard Donner,Comedy,iJCrLrdLPEIHwucN3CI4
The Assault,Fons Rademakers Produktie,Fons Rademakers,Drama,iJUShjmtj1C3oZwrSa2S
Black Rain,Paramount Pictures,Ridley Scott,Action,iQZkLuJB2IXFLbd8Kmjt
SpaceCamp,ABC Motion Pictures,Harry Winer,Adventure,iS3CrG6IV8JFEhJeXRTr
The Curse,Trans World Entertainment (TWE),David Keith,Sci-Fi,iWvXUvUG5nYblrtV4n0r
Sammy and Rosie Get Laid,Channel Four Films,Stephen Frears,Comedy,idlpxk5n8nLu1bgeRjUe
Dirty Dancing,Great American Films Limited Partnership,Emile Ardolino,Drama,ie796ZkUjgUDKG3Fhwu9
Kansas,Trans World Entertainment (TWE),David Stevens,Crime,igNIotezQjD8Zw1lDXBu
The Handmaid's Tale,Bioskop Film,Volker Schlöndorff,Drama,ikBk1O8wesVxeJZvSKL6
Torch Song Trilogy,New Line Cinema,Paul Bogart,Comedy,imLq7bVRZj6LmT0qxQJl
Sweet Hearts Dance,Brightstar Films,Robert Greenwald,Comedy,ir0I1Hz9Yie8d8LnByaU
Dead Bang,Lorimar Film Entertainment,John Frankenheimer,Action,j0yZmbgdwki4dkkkivgD
Flight of the Navigator,Walt Disney Pictures,Randal Kleiser,Adventure,j2eZ8d04QPGITpiSkfq6
Child's Play 2,Universal Pictures,John Lafia,Horror,j5b9J240VXuuJygHiFHd
Babette's Feast,Panorama Film A/S,Gabriel Axel,Comedy,j64wrPx22rC8O14I6nfc
Vampire's Kiss,Magellan Pictures,Robert Bierman,Comedy,j83BaA2CHZJQQzntLhKZ
Predator 2,Davis Entertainment,Stephen Hopkins,Action,jOK5sbnbHJCPln7IfqQd
A Chorus of Disapproval,Curzon Films,Michael Winner,Comedy,jQka9mo54SGb7bbzbeJz
Young Guns,Morgan Creek Productions,Christopher Cain,Action,jZoqqeeKEf0Ypwo1wbA0
The Terror Within,Concorde Pictures,Thierry Notz,Horror,jeWRUIxvdXiMzbUHQ34Y
Half Moon Street,Edward R. Pressman Film,Bob Swaim,Thriller,jgIc8uLmxumXpYq4nXkx
Best Seller,Hemdale,John Flynn,Action,jgfICxATIwYFfRdm1KI3
License to Drive,Twentieth Century Fox Film Corporation,Greg Beeman,Comedy,jjzU0av1xbeLlltSJctF
Jumpin' Jack Flash,Lawrence Gordon Productions,Penny Marshall,Comedy,jq98kV6ZxVKVrVdGAcfj
Heartbreak Hotel,Silver Screen Partners III,Chris Columbus,Comedy,jxkTyf81FS38SYPQiWfn
Short Circuit 2,TriStar Pictures,Kenneth Johnson,Comedy,k1rH1rNq4LUt1nBDJ3Tu
Walk Like a Man,Metro-Goldwyn-Mayer (MGM),Melvin Frank,Comedy,kMzB50yWbKb5tLfx6oKn
Anguish,Luna Films,Bigas Luna,Horror,kSs4y354F6kK7NjNH5d8
Kill Me Again,Incorporated Television Company (ITC),John Dahl,Action,kTurlSDRpk4gN8WgsSOa
Bull Durham,The Mount Company,Ron Shelton,Comedy,kXisrgaIAxYqUtZwcbjT
Graveyard Shift,Paramount Pictures,Ralph S. Singleton,Horror,kYEIrx1RSoM2061kfiQ7
Heathcliff: The Movie,DIC Entertainment,Bruno Bianchi,Family,kdWU1vhCuyypeq3Y69hC
Violets Are Blue...,Rastar Films,Jack Fisk,Drama,kgAXi7E2gFnXRCrE2PxS
The Believers,Orion Pictures,John Schlesinger,Crime,kovFi61xXHkkYvQOqtF4
Cocoon: The Return,Zanuck/Brown Productions,Daniel Petrie,Adventure,ksa0sF8ZtFHJWpTfjvUt
Powwow Highway,HandMade Films,Jonathan Wacks,Drama,ktkJ66rqI4tczKXGnKEx
Tough Guys,Touchstone Pictures,Jeff Kanew,Comedy,kukgMhw05LIPuJhJJOMt
True Stories,Edward R. Pressman Film,David Byrne,Musical,kvDZ5zKZlUdepUbu4Ffg
The Untouchables,Paramount Pictures,Brian De Palma,Crime,kx2q5BuzzhoxLcldEXOH
Some Kind of Wonderful,Hughes Entertainment,Howard Deutch,Drama,l0BT5sGkeTDM1QQk7pzw
Bagdad Cafe,Pelemele Film,Percy Adlon,Comedy,l1baLOX0m2tqXRcQp9QG
Less Than Zero,Twentieth Century Fox Film Corporation,Marek Kanievska,Crime,l23Me8xMRUGAXNDgsbIh
Reform School Girls,Balcor Film Investors,Tom DeSimone,Drama,l3YdKshYVCyBz24qBcx4
No Way Out,Orion Pictures,Roger Donaldson,Action,l6sDOJfEP7KZQAFIAPOX
China Girl,Great American Films Limited Partnership,Abel Ferrara,Crime,l7U0earkId5SjLB6XkeV
Strapless,Channel Four Films,David Hare,Drama,l8KlwN4vnRmNQtoE8C4l
Iron Eagle,TriStar Pictures,Sidney J. Furie,Action,l8iksCGZGYFbiKl9xSVH
Black Moon Rising,New World Pictures,Harley Cokeliss,Action,lFjcMBdV5g7XGpYMPHvl
See You in the Morning,Lorimar Film Entertainment,Alan J. Pakula,Drama,lLqhB8K0VoNRXmkITsqj
Streets of Gold,Roundhouse,Joe Roth,Drama,lYbLtt3LrbG1mWUwwdgT
Mortal Passions,Gibraltar Entertainment,Andrew Lane,Crime,ljrDRkuMz9fp3B9ktxHu
The Hunt for Red October,Paramount Pictures,John McTiernan,Action,loJkxy12JWhQ4fts7UqB
Signs of Life,American Playhouse,John David Coles,Drama,lsl1g1LPP3Zl0ztFhj72
Lethal Weapon 2,Warner Bros.,Richard Donner,Action,m3jMwlhUabP5TS6B2qMI
Steel Magnolias,TriStar Pictures,Herbert Ross,Comedy,m9BiD4QGSwZNKkLVXNrh
Jake Speed,Balcor Film Investors,Andrew Lane,Action,mCurvVainIm6v1kQBm9O
"The Cook, the Thief, His Wife & Her Lover",Allarts,Peter Greenaway,Crime,mCyNqneWqj0jdLgFeRWE
Surrender,Cannon Group,Jerry Belson,Comedy,mEap3e4ATTP0zxTIzHSw
The Good Mother,Touchstone Pictures,Leonard Nimoy,Drama,mGkY1KfUpzTbfvcDlk0T
Fast Food,Varney Productions,Michael A. Simpson,Comedy,mKHBNfbfM2hZH47h5Efv
Superman IV: The Quest for Peace,Cannon Films,Sidney J. Furie,Action,mKvRFCObWMvAq2hIkYQS
No Holds Barred,New Line Cinema,Thomas J. Wright,Action,mNINIgL8ikorC0AWn0xt
On the Edge,Alliance Communications Corporation,Rob Nilsson,Drama,mNOCVnPDaz0uyZeabxBe
Crimes of the Heart,De Laurentiis Entertainment Group (DEG),Bruce Beresford,Comedy,mNTe8joGdVhHpAipd9gw
Nothing in Common,Delphi Films,Garry Marshall,Comedy,mOO59p2OA49zfCdGhEdq
Bloodsport,Cannon International,Newt Arnold,Action,mRhMtyxOKDDUepOnYSLJ
Shocker,Alive Films,Wes Craven,Comedy,mUiAKnka6glB8Ng8YruC
Rad,TaliaFilm II Productions,Hal Needham,Drama,mZbbTjPDSVG8caAeP6BY
The Return of Swamp Thing,Lightyear Entertainment,Jim Wynorski,Sci-Fi,mdhMwSQhctQzRxpbDIHU
My Best Friend Is a Vampire,Kings Road Entertainment,Jimmy Huston,Comedy,mgegdxqXOkI4Je8VTdYD
Tiger Warsaw,Continental Film Group Ltd.,Amin Q. Chaudhri,Drama,miSOQqUMP3Oq9KVilig9
Deadtime Stories,Scary Stuff,Jeffrey Delman,Comedy,moa5oFaqg1j9SV3KarsY
The Rookie,Warner Bros.,Clint Eastwood,Action,mqxwcqqHXHAxUtnk2Csf
Chattahoochee,Hemdale,Mick Jackson,Biography,myPhLF3cvH8ivIxM6PhH
Field of Dreams,Gordon Company,Phil Alden Robinson,Drama,n1ivqpsexhqbJJ7Aw5Ro
From the Hip,De Laurentiis Entertainment Group (DEG),Bob Clark,Comedy,n2LPxe21lhCN0Loz4okF
The Mighty Quinn,A&M; Films,Carl Schenkel,Action,n4LMqAN5Xc4lr0H8p9Mm
Man on Fire,7 Films Cinéma,Élie Chouraqui,Action,n6rz2SHvFBT9CIensHWE
Aria,Lightyear Entertainment,Robert Altman,Comedy,nFcApdWAES0w8IXwPcm8
Kindergarten Cop,Imagine Entertainment,Ivan Reitman,Comedy,nKnNjBgJvnVdo6NumVPf
Someone to Watch Over Me,Columbia Pictures Corporation,Ridley Scott,Crime,nQWAiwYZptmOHSjPc6qk
